country,year,estimate,hi,lo
KEN,2016,0.56,0.74,0.47
KEN,2017,0.51,0.67,0.43
KGZ,2009,NA,NA,NA
KGZ,2010,NA,NA,NA
KGZ,2011,0.03,0.04,0.02
KGZ,2012,0.11,0.16,0.09
KGZ,2013,0.11,0.15,0.09
KGZ,2014,0.38,0.52,0.3
KGZ,2015,0.33,0.43,0.27
KGZ,2016,0.66,0.87,0.51
KGZ,2017,0.7,0.91,0.56
KHM,2009,NA,NA,NA
KHM,2010,0.45,0.54,0.39
KHM,2011,0.62,0.76,0.53
KHM,2012,0.34,0.42,0.28
KHM,2013,0.37,0.47,0.31
KHM,2014,0.37,0.47,0.3
KHM,2015,0.79,0.95,0.64
KHM,2016,0.74,0.95,0.61
KHM,2017,0.64,0.85,0.55
KIR,2009,NA,NA,NA
KIR,2010,NA,NA,NA
KIR,2011,NA,NA,NA
KIR,2012,NA,NA,NA
KIR,2013,NA,NA,NA
KIR,2014,NA,NA,NA
KIR,2015,NA,NA,NA
KIR,2016,NA,NA,NA
KIR,2017,NA,NA,NA
KNA,2009,NA,NA,NA
KNA,2010,NA,NA,NA
KNA,2011,NA,NA,NA
KNA,2012,NA,NA,NA
KNA,2013,NA,NA,NA
KNA,2014,NA,NA,NA
KNA,2015,NA,NA,NA
KNA,2016,NA,NA,NA
KNA,2017,NA,NA,NA
KOR,2009,NA,NA,NA
KOR,2010,NA,NA,NA
KOR,2011,NA,NA,NA
KOR,2012,NA,NA,NA
KOR,2013,NA,NA,NA
KOR,2014,NA,NA,NA
KOR,2015,NA,NA,NA
KOR,2016,NA,NA,NA
KOR,2017,NA,NA,NA
LAO,2009,NA,NA,NA
LAO,2010,0.01,0.01,0.01
LAO,2011,0.08,0.09,0.06
LAO,2012,0.06,0.07,0.05
LAO,2013,0.1,0.13,0.09
LAO,2014,0.03,0.03,0.02
LAO,2015,0.03,0.04,0.03
LAO,2016,0.07,0.08,0.06
LAO,2017,0.07,0.08,0.06
LBN,2009,NA,NA,NA
LBN,2010,NA,NA,NA
LBN,2011,NA,NA,NA
LBN,2012,NA,NA,NA
LBN,2013,NA,NA,NA
LBN,2014,NA,NA,NA
LBN,2015,NA,NA,NA
LBN,2016,NA,NA,NA
LBN,2017,NA,NA,NA
LBR,2009,0.05,0.07,0.04
LBR,2010,0.05,0.07,0.04
LBR,2011,0.17,0.23,0.13
LBR,2012,0.28,0.37,0.23
LBR,2013,0.31,0.41,0.25
LBR,2014,0.13,0.17,0.1
LBR,2015,NA,NA,NA
LBR,2016,NA,NA,NA
LBR,2017,NA,NA,NA
LBY,2009,NA,NA,NA
LBY,2010,NA,NA,NA
LBY,2011,NA,NA,NA
LBY,2012,NA,NA,NA
LBY,2013,NA,NA,NA
LBY,2014,NA,NA,NA
LBY,2015,NA,NA,NA
LBY,2016,NA,NA,NA
LBY,2017,NA,NA,NA
LCA,2009,NA,NA,NA
LCA,2010,NA,NA,NA
LCA,2011,NA,NA,NA
LCA,2012,NA,NA,NA
LCA,2013,NA,NA,NA
LCA,2014,NA,NA,NA
LCA,2015,NA,NA,NA
LCA,2016,NA,NA,NA
LCA,2017,NA,NA,NA
LKA,2009,NA,NA,NA
LKA,2010,NA,NA,NA
LKA,2011,NA,NA,NA
LKA,2012,NA,NA,NA
LKA,2013,NA,NA,NA
LKA,2014,NA,NA,NA
LKA,2015,NA,NA,NA
LKA,2016,NA,NA,NA
LKA,2017,NA,NA,NA
LSO,2009,0.43,0.53,0.38
LSO,2010,0.95,0.95,0.88
LSO,2011,0.95,0.95,0.84
LSO,2012,0.7,0.85,0.62
LSO,2013,0.47,0.56,0.42
LSO,2014,0.51,0.61,0.45
LSO,2015,0.87,0.95,0.78
LSO,2016,0.58,0.7,0.53
LSO,2017,0.51,0.6,0.46
LTU,2009,NA,NA,NA
LTU,2010,NA,NA,NA
LTU,2011,NA,NA,NA
LTU,2012,NA,NA,NA
LTU,2013,NA,NA,NA
LTU,2014,NA,NA,NA
LTU,2015,NA,NA,NA
LTU,2016,NA,NA,NA
LTU,2017,NA,NA,NA
LUX,2009,NA,NA,NA
LUX,2010,NA,NA,NA
LUX,2011,NA,NA,NA
LUX,2012,NA,NA,NA
LUX,2013,NA,NA,NA
LUX,2014,NA,NA,NA
LUX,2015,NA,NA,NA
LUX,2016,NA,NA,NA
LUX,2017,NA,NA,NA
LVA,2009,NA,NA,NA
LVA,2010,NA,NA,NA
LVA,2011,NA,NA,NA
LVA,2012,NA,NA,NA
LVA,2013,NA,NA,NA
LVA,2014,NA,NA,NA
LVA,2015,NA,NA,NA
LVA,2016,NA,NA,NA
LVA,2017,NA,NA,NA
MAR,2009,0.02,0.02,0.01
MAR,2010,0.21,0.28,0.17
MAR,2011,0.21,0.27,0.16
MAR,2012,0.68,0.86,0.53
MAR,2013,0.65,0.8,0.52
MAR,2014,0.62,0.78,0.5
MAR,2015,0.61,0.75,0.49
MAR,2016,0.59,0.72,0.48
MAR,2017,0.57,0.68,0.48
MDA,2009,0.95,0.95,0.89
MDA,2010,0.95,0.95,0.95
MDA,2011,0.95,0.95,0.77
MDA,2012,0.95,0.95,0.95
MDA,2013,0.95,0.95,0.89
MDA,2014,0.95,0.95,0.95
MDA,2015,0.95,0.95,0.95
MDA,2016,0.95,0.95,0.95
MDA,2017,0.95,0.95,0.95
MDG,2009,NA,NA,NA
MDG,2010,NA,NA,NA
MDG,2011,0,0,0
MDG,2012,0.01,0.01,0.01
MDG,2013,NA,NA,NA
MDG,2014,NA,NA,NA
MDG,2015,NA,NA,NA
MDG,2016,NA,NA,NA
MDG,2017,NA,NA,NA
MDV,2009,NA,NA,NA
MDV,2010,NA,NA,NA
MDV,2011,NA,NA,NA
MDV,2012,NA,NA,NA
MDV,2013,NA,NA,NA
MDV,2014,NA,NA,NA
MDV,2015,NA,NA,NA
MDV,2016,NA,NA,NA
MDV,2017,NA,NA,NA
MEX,2009,NA,NA,NA
MEX,2010,NA,NA,NA
MEX,2011,NA,NA,NA
MEX,2012,NA,NA,NA
MEX,2013,NA,NA,NA
MEX,2014,NA,NA,NA
MEX,2015,NA,NA,NA
MEX,2016,NA,NA,NA
MEX,2017,NA,NA,NA
MHL,2009,NA,NA,NA
MHL,2010,NA,NA,NA
MHL,2011,NA,NA,NA
MHL,2012,NA,NA,NA
MHL,2013,NA,NA,NA
MHL,2014,NA,NA,NA
MHL,2015,NA,NA,NA
MHL,2016,NA,NA,NA
MHL,2017,NA,NA,NA
MKD,2009,NA,NA,NA
MKD,2010,NA,NA,NA
MKD,2011,NA,NA,NA
MKD,2012,NA,NA,NA
MKD,2013,NA,NA,NA
MKD,2014,NA,NA,NA
MKD,2015,NA,NA,NA
MKD,2016,NA,NA,NA
MKD,2017,NA,NA,NA
MLI,2009,0.08,0.09,0.06
MLI,2010,0.08,0.09,0.07
MLI,2011,0.08,0.09,0.06
MLI,2012,0.1,0.12,0.09
MLI,2013,0.08,0.1,0.07
MLI,2014,0.06,0.07,0.05
MLI,2015,0.03,0.03,0.02
MLI,2016,0.11,0.13,0.1
MLI,2017,0.11,0.13,0.09
MLT,2009,NA,NA,NA
MLT,2010,NA,NA,NA
MLT,2011,NA,NA,NA
MLT,2012,NA,NA,NA
MLT,2013,NA,NA,NA
MLT,2014,NA,NA,NA
MLT,2015,NA,NA,NA
MLT,2016,NA,NA,NA
MLT,2017,NA,NA,NA
MMR,2009,NA,NA,NA
MMR,2010,0.01,0.02,0.01
MMR,2011,0.04,0.05,0.03
MMR,2012,0.05,0.06,0.05
MMR,2013,0.09,0.11,0.08
MMR,2014,0.12,0.15,0.11
MMR,2015,0.15,0.18,0.13
MMR,2016,0.26,0.31,0.23
MMR,2017,0.28,0.33,0.25
MNE,2009,NA,NA,NA
MNE,2010,NA,NA,NA
MNE,2011,NA,NA,NA
MNE,2012,NA,NA,NA
MNE,2013,NA,NA,NA
MNE,2014,NA,NA,NA
MNE,2015,NA,NA,NA
MNE,2016,NA,NA,NA
MNE,2017,NA,NA,NA
MNG,2009,NA,NA,NA
MNG,2010,NA,NA,NA
MNG,2011,NA,NA,NA
MNG,2012,NA,NA,NA
MNG,2013,NA,NA,NA
MNG,2014,NA,NA,NA
MNG,2015,NA,NA,NA
MNG,2016,NA,NA,NA
MNG,2017,NA,NA,NA
MOZ,2009,NA,NA,NA
MOZ,2010,0.31,0.42,0.25
MOZ,2011,0.36,0.49,0.28
MOZ,2012,0.3,0.41,0.24
MOZ,2013,0.31,0.42,0.24
MOZ,2014,0.38,0.52,0.3
MOZ,2015,0.41,0.56,0.33
MOZ,2016,0.44,0.59,0.35
MOZ,2017,0.5,0.68,0.39
MRT,2009,NA,NA,NA
MRT,2010,NA,NA,NA
MRT,2011,NA,NA,NA
MRT,2012,NA,NA,NA
MRT,2013,NA,NA,NA
MRT,2014,NA,NA,NA
MRT,2015,NA,NA,NA
MRT,2016,0.08,0.1,0.06
MRT,2017,0.08,0.11,0.07
MUS,2009,NA,NA,NA
MUS,2010,NA,NA,NA
MUS,2011,NA,NA,NA
MUS,2012,NA,NA,NA
MUS,2013,NA,NA,NA
MUS,2014,NA,NA,NA
MUS,2015,NA,NA,NA
MUS,2016,NA,NA,NA
MUS,2017,NA,NA,NA
MWI,2009,NA,NA,NA
MWI,2010,NA,NA,NA
MWI,2011,NA,NA,NA
MWI,2012,0.06,0.07,0.05
MWI,2013,0.17,0.21,0.15
MWI,2014,0.21,0.26,0.19
MWI,2015,0.2,0.25,0.18
MWI,2016,0.31,0.38,0.27
MWI,2017,0.52,0.63,0.45
MYS,2009,0.37,0.44,0.32
MYS,2010,0.61,0.72,0.52
MYS,2011,0.68,0.79,0.57
MYS,2012,0.68,0.78,0.59
MYS,2013,0.77,0.93,0.67
MYS,2014,0.87,0.95,0.75
MYS,2015,0.75,0.87,0.65
MYS,2016,0.69,0.8,0.59
MYS,2017,0.95,0.95,0.86
NAM,2009,NA,NA,NA
NAM,2010,0.57,0.72,0.5
NAM,2011,0.85,0.95,0.75
NAM,2012,0.59,0.74,0.53
NAM,2013,0.55,0.68,0.5
NAM,2014,0.91,0.95,0.81
NAM,2015,0.17,0.21,0.15
NAM,2016,0.53,0.65,0.47
NAM,2017,0.95,0.95,0.95
NER,2009,NA,NA,NA
NER,2010,NA,NA,NA
NER,2011,NA,NA,NA
NER,2012,0.01,0.02,0.01
NER,2013,0.09,0.1,0.08
NER,2014,0.02,0.02,0.02
NER,2015,0.11,0.13,0.1
NER,2016,0.05,0.06,0.04
NER,2017,0.1,0.12,0.09
NGA,2009,0.04,0.07,0.03
NGA,2010,0.06,0.1,0.04
NGA,2011,0.07,0.11,0.05
NGA,2012,0.06,0.09,0.04
NGA,2013,0.05,0.08,0.03
NGA,2014,0.06,0.09,0.04
NGA,2015,0.1,0.16,0.07
NGA,2016,0.11,0.18,0.08
NGA,2017,0.12,0.19,0.08
NIC,2009,0.5,0.69,0.33
NIC,2010,0.38,0.51,0.25
NIC,2011,0.95,0.95,0.7
NIC,2012,0.47,0.64,0.33
NIC,2013,0.57,0.77,0.42
NIC,2014,0.51,0.69,0.39
NIC,2015,0.65,0.84,0.49
NIC,2016,0.6,0.76,0.45
NIC,2017,0.75,0.95,0.58
NIU,2009,NA,NA,NA
NIU,2010,NA,NA,NA
NIU,2011,NA,NA,NA
NIU,2012,NA,NA,NA
NIU,2013,NA,NA,NA
NIU,2014,NA,NA,NA
NIU,2015,NA,NA,NA
NIU,2016,NA,NA,NA
NIU,2017,NA,NA,NA
NLD,2009,NA,NA,NA
NLD,2010,NA,NA,NA
NLD,2011,NA,NA,NA
NLD,2012,NA,NA,NA
NLD,2013,NA,NA,NA
NLD,2014,NA,NA,NA
NLD,2015,NA,NA,NA
NLD,2016,NA,NA,NA
NLD,2017,NA,NA,NA
NOR,2009,NA,NA,NA
NOR,2010,NA,NA,NA
NOR,2011,NA,NA,NA
NOR,2012,NA,NA,NA
NOR,2013,NA,NA,NA
NOR,2014,NA,NA,NA
NOR,2015,NA,NA,NA
NOR,2016,NA,NA,NA
NOR,2017,NA,NA,NA
NPL,2009,0.02,0.02,0.01
NPL,2010,0.03,0.04,0.03
NPL,2011,0.05,0.06,0.04
NPL,2012,0.09,0.11,0.08
NPL,2013,0.05,0.06,0.04
NPL,2014,0.08,0.1,0.07
NPL,2015,0.21,0.26,0.18
NPL,2016,0.26,0.31,0.21
NPL,2017,0.45,0.53,0.38
NRU,2009,NA,NA,NA
NRU,2010,NA,NA,NA
NRU,2011,NA,NA,NA
NRU,2012,NA,NA,NA
NRU,2013,NA,NA,NA
NRU,2014,NA,NA,NA
NRU,2015,NA,NA,NA
NRU,2016,NA,NA,NA
NRU,2017,NA,NA,NA
NZL,2009,NA,NA,NA
NZL,2010,NA,NA,NA
NZL,2011,NA,NA,NA
NZL,2012,NA,NA,NA
NZL,2013,NA,NA,NA
NZL,2014,NA,NA,NA
NZL,2015,NA,NA,NA
NZL,2016,NA,NA,NA
NZL,2017,NA,NA,NA
OMN,2009,NA,NA,NA
OMN,2010,NA,NA,NA
OMN,2011,NA,NA,NA
OMN,2012,NA,NA,NA
OMN,2013,NA,NA,NA
OMN,2014,NA,NA,NA
OMN,2015,NA,NA,NA
OMN,2016,NA,NA,NA
OMN,2017,NA,NA,NA
PAK,2009,0.01,0.01,0.01
PAK,2010,0.01,0.02,0.01
PAK,2011,0.01,0.02,0.01
PAK,2012,0,0,0
PAK,2013,0.01,0.02,0.01
PAK,2014,0.01,0.02,0.01
PAK,2015,0,0.01,0
PAK,2016,0,0.01,0
PAK,2017,0.01,0.01,0.01
PAN,2009,NA,NA,NA
PAN,2010,0.3,0.35,0.27
PAN,2011,0.39,0.44,0.35
PAN,2012,0.2,0.22,0.18
PAN,2013,0.39,0.44,0.35
PAN,2014,0.45,0.51,0.41
PAN,2015,0.55,0.62,0.5
PAN,2016,0.51,0.58,0.47
PAN,2017,0.49,0.56,0.45
PER,2009,NA,NA,NA
PER,2010,NA,NA,NA
PER,2011,0.13,0.16,0.1
PER,2012,0.25,0.31,0.19
PER,2013,0.36,0.44,0.28
PER,2014,0.29,0.36,0.22
PER,2015,0.63,0.79,0.49
PER,2016,0.41,0.5,0.31
PER,2017,0.78,0.95,0.6
PHL,2009,0.01,0.01,0.01
PHL,2010,0.03,0.04,0.03
PHL,2011,0.05,0.06,0.04
PHL,2012,0.03,0.04,0.03
PHL,2013,0,0,0
PHL,2014,0.02,0.02,0.01
PHL,2015,0.03,0.03,0.03
PHL,2016,0.04,0.05,0.04
PHL,2017,0.05,0.05,0.04
PLW,2009,NA,NA,NA
PLW,2010,NA,NA,NA
PLW,2011,NA,NA,NA
PLW,2012,NA,NA,NA
PLW,2013,NA,NA,NA
PLW,2014,NA,NA,NA
PLW,2015,NA,NA,NA
PLW,2016,NA,NA,NA
PLW,2017,NA,NA,NA
PNG,2009,NA,NA,NA
PNG,2010,NA,NA,NA
PNG,2011,0.23,0.31,0.2
PNG,2012,0.18,0.23,0.15
PNG,2013,0.53,0.69,0.46
PNG,2014,0.3,0.4,0.26
PNG,2015,0.37,0.47,0.32
PNG,2016,0.36,0.46,0.31
PNG,2017,0.35,0.45,0.3
POL,2009,NA,NA,NA
POL,2010,NA,NA,NA
POL,2011,NA,NA,NA
POL,2012,NA,NA,NA
POL,2013,NA,NA,NA
POL,2014,NA,NA,NA
POL,2015,NA,NA,NA
POL,2016,NA,NA,NA
POL,2017,NA,NA,NA
PRK,2009,NA,NA,NA
PRK,2010,NA,NA,NA
PRK,2011,NA,NA,NA
PRK,2012,NA,NA,NA
PRK,2013,NA,NA,NA
PRK,2014,NA,NA,NA
PRK,2015,NA,NA,NA
PRK,2016,NA,NA,NA
PRK,2017,NA,NA,NA
PRT,2009,NA,NA,NA
PRT,2010,NA,NA,NA
PRT,2011,NA,NA,NA
PRT,2012,NA,NA,NA
PRT,2013,NA,NA,NA
PRT,2014,NA,NA,NA
PRT,2015,NA,NA,NA
PRT,2016,NA,NA,NA
PRT,2017,NA,NA,NA
PRY,2009,NA,NA,NA
PRY,2010,0.27,0.4,0.17
PRY,2011,0.34,0.5,0.22
PRY,2012,0.5,0.74,0.31
PRY,2013,0.39,0.56,0.23
PRY,2014,0.38,0.55,0.22
PRY,2015,0.47,0.69,0.26
PRY,2016,0.52,0.79,0.28
PRY,2017,0.52,0.8,0.26
PSE,2009,NA,NA,NA
PSE,2010,NA,NA,NA
PSE,2011,NA,NA,NA
PSE,2012,NA,NA,NA
PSE,2013,NA,NA,NA
PSE,2014,NA,NA,NA
PSE,2015,NA,NA,NA
PSE,2016,NA,NA,NA
PSE,2017,NA,NA,NA
ROU,2009,NA,NA,NA
ROU,2010,NA,NA,NA
ROU,2011,NA,NA,NA
ROU,2012,NA,NA,NA
ROU,2013,NA,NA,NA
ROU,2014,NA,NA,NA
ROU,2015,NA,NA,NA
ROU,2016,NA,NA,NA
ROU,2017,NA,NA,NA
RUS,2009,NA,NA,NA
RUS,2010,NA,NA,NA
RUS,2011,NA,NA,NA
RUS,2012,NA,NA,NA
RUS,2013,NA,NA,NA
RUS,2014,0.64,0.85,0.49
RUS,2015,0.58,0.8,0.45
RUS,2016,0.54,0.72,0.41
RUS,2017,0.84,0.95,0.65
RWA,2009,0.58,0.75,0.49
RWA,2010,0.73,0.95,0.63
RWA,2011,0.74,0.95,0.63
RWA,2012,0.81,0.95,0.7
RWA,2013,0.83,0.95,0.71
RWA,2014,0.87,0.95,0.74
RWA,2015,0.84,0.95,0.73
RWA,2016,0.9,0.95,0.78
RWA,2017,0.85,0.95,0.74
SAU,2009,NA,NA,NA
SAU,2010,NA,NA,NA
SAU,2011,NA,NA,NA
SAU,2012,NA,NA,NA
SAU,2013,NA,NA,NA
SAU,2014,NA,NA,NA
SAU,2015,NA,NA,NA
SAU,2016,NA,NA,NA
SAU,2017,NA,NA,NA
SDN,2009,NA,NA,NA
SDN,2010,NA,NA,NA
SDN,2011,NA,NA,NA
SDN,2012,NA,NA,NA
SDN,2013,NA,NA,NA
SDN,2014,NA,NA,NA
SDN,2015,NA,NA,NA
SDN,2016,NA,NA,NA
SDN,2017,NA,NA,NA
SEN,2009,0.11,0.13,0.09
SEN,2010,0.11,0.12,0.09
SEN,2011,0.09,0.1,0.08
SEN,2012,0.1,0.12,0.09
SEN,2013,0.12,0.15,0.11
SEN,2014,0.12,0.14,0.1
SEN,2015,0.16,0.2,0.14
SEN,2016,0.13,0.16,0.11
SEN,2017,0.23,0.28,0.2
SGP,2009,NA,NA,NA
SGP,2010,NA,NA,NA
SGP,2011,NA,NA,NA
SGP,2012,NA,NA,NA
SGP,2013,NA,NA,NA
SGP,2014,NA,NA,NA
SGP,2015,NA,NA,NA
SGP,2016,NA,NA,NA
SGP,2017,NA,NA,NA
SLB,2009,NA,NA,NA
SLB,2010,NA,NA,NA
SLB,2011,NA,NA,NA
SLB,2012,NA,NA,NA
SLB,2013,NA,NA,NA
SLB,2014,NA,NA,NA
SLB,2015,NA,NA,NA
SLB,2016,NA,NA,NA
SLB,2017,NA,NA,NA
SLE,2009,NA,NA,NA
SLE,2010,0.01,0.01,0
SLE,2011,0.01,0.01,0.01
SLE,2012,0.02,0.02,0.02
SLE,2013,0.25,0.3,0.2
SLE,2014,0.02,0.03,0.02
SLE,2015,0.03,0.04,0.03
SLE,2016,0.06,0.08,0.05
SLE,2017,0.07,0.1,0.06
SLV,2009,NA,NA,NA
SLV,2010,0.28,0.32,0.25
SLV,2011,0.28,0.31,0.25
SLV,2012,0.02,0.02,0.02
SLV,2013,0.31,0.35,0.28
SLV,2014,0.4,0.46,0.37
SLV,2015,0.4,0.45,0.36
SLV,2016,0.35,0.41,0.32
SLV,2017,0.34,0.39,0.31
SOM,2009,NA,NA,NA
SOM,2010,NA,NA,NA
SOM,2011,NA,NA,NA
SOM,2012,NA,NA,NA
SOM,2013,NA,NA,NA
SOM,2014,NA,NA,NA
SOM,2015,NA,NA,NA
SOM,2016,NA,NA,NA
SOM,2017,NA,NA,NA
SRB,2009,NA,NA,NA
SRB,2010,NA,NA,NA
SRB,2011,NA,NA,NA
SRB,2012,NA,NA,NA
SRB,2013,NA,NA,NA
SRB,2014,NA,NA,NA
SRB,2015,NA,NA,NA
SRB,2016,NA,NA,NA
SRB,2017,NA,NA,NA
SSD,2009,NA,NA,NA
SSD,2010,NA,NA,NA
SSD,2011,NA,NA,NA
SSD,2012,NA,NA,NA
SSD,2013,NA,NA,NA
SSD,2014,NA,NA,NA
SSD,2015,0.01,0.02,0.01
SSD,2016,0.03,0.04,0.02
SSD,2017,0.1,0.15,0.07
STP,2009,NA,NA,NA
STP,2010,NA,NA,NA
STP,2011,NA,NA,NA
STP,2012,NA,NA,NA
STP,2013,NA,NA,NA
STP,2014,NA,NA,NA
STP,2015,NA,NA,NA
STP,2016,NA,NA,NA
STP,2017,NA,NA,NA
SUR,2009,0.09,0.11,0.07
SUR,2010,0.09,0.11,0.07
SUR,2011,0.09,0.11,0.07
SUR,2012,0.34,0.39,0.26
SUR,2013,0.58,0.65,0.43
SUR,2014,0.81,0.93,0.62
SUR,2015,0.95,0.95,0.79
SUR,2016,0.95,0.95,0.76
SUR,2017,0.67,0.76,0.52
SVK,2009,NA,NA,NA
SVK,2010,NA,NA,NA
SVK,2011,NA,NA,NA
SVK,2012,NA,NA,NA
SVK,2013,NA,NA,NA
SVK,2014,NA,NA,NA
SVK,2015,NA,NA,NA
SVK,2016,NA,NA,NA
SVK,2017,NA,NA,NA
SVN,2009,NA,NA,NA
SVN,2010,NA,NA,NA
SVN,2011,NA,NA,NA
SVN,2012,NA,NA,NA
SVN,2013,NA,NA,NA
SVN,2014,NA,NA,NA
SVN,2015,NA,NA,NA
SVN,2016,NA,NA,NA
SVN,2017,NA,NA,NA
SWE,2009,NA,NA,NA
SWE,2010,NA,NA,NA
SWE,2011,NA,NA,NA
SWE,2012,NA,NA,NA
SWE,2013,NA,NA,NA
SWE,2014,NA,NA,NA
SWE,2015,NA,NA,NA
SWE,2016,NA,NA,NA
SWE,2017,NA,NA,NA
SWZ,2009,NA,NA,NA
SWZ,2010,0.5,0.59,0.45
SWZ,2011,0.93,0.95,0.84
SWZ,2012,0.95,0.95,0.86
SWZ,2013,0.87,0.95,0.79
SWZ,2014,0.84,0.95,0.76
SWZ,2015,0.88,0.95,0.8
SWZ,2016,0.82,0.95,0.75
SWZ,2017,0.81,0.95,0.73
SYC,2009,NA,NA,NA
SYC,2010,NA,NA,NA
SYC,2011,NA,NA,NA
SYC,2012,NA,NA,NA
SYC,2013,NA,NA,NA
SYC,2014,NA,NA,NA
SYC,2015,NA,NA,NA
SYC,2016,NA,NA,NA
SYC,2017,NA,NA,NA
SYR,2009,NA,NA,NA
SYR,2010,NA,NA,NA
SYR,2011,NA,NA,NA
SYR,2012,NA,NA,NA
SYR,2013,NA,NA,NA
SYR,2014,NA,NA,NA
SYR,2015,NA,NA,NA
SYR,2016,NA,NA,NA
SYR,2017,NA,NA,NA
TCD,2009,NA,NA,NA
TCD,2010,0.03,0.04,0.03
TCD,2011,0.02,0.02,0.01
TCD,2012,0.06,0.08,0.05
TCD,2013,0.06,0.08,0.05
TCD,2014,0.07,0.09,0.06
TCD,2015,0.05,0.06,0.04
TCD,2016,0.05,0.06,0.04
TCD,2017,0.05,0.06,0.04
TGO,2009,0.07,0.12,0.05
TGO,2010,0.14,0.23,0.1
TGO,2011,0.05,0.07,0.03
TGO,2012,0.11,0.18,0.08
TGO,2013,0.11,0.18,0.08
TGO,2014,0.16,0.26,0.12
TGO,2015,0.17,0.27,0.12
TGO,2016,0.36,0.57,0.25
TGO,2017,0.36,0.57,0.25
THA,2009,NA,NA,NA
THA,2010,0.54,0.66,0.46
THA,2011,0.56,0.68,0.47
THA,2012,0.64,0.78,0.54
THA,2013,0.68,0.85,0.57
THA,2014,0.7,0.87,0.58
THA,2015,0.92,0.95,0.77
THA,2016,0.92,0.95,0.77
THA,2017,0.94,0.95,0.79
TJK,2009,0.01,0.01,0
TJK,2010,0.04,0.05,0.03
TJK,2011,0.08,0.1,0.06
TJK,2012,0.11,0.13,0.09
TJK,2013,0.14,0.17,0.11
TJK,2014,0.14,0.17,0.11
TJK,2015,0.3,0.37,0.24
TJK,2016,0.21,0.26,0.17
TJK,2017,0.43,0.54,0.34
TKM,2009,NA,NA,NA
TKM,2010,NA,NA,NA
TKM,2011,NA,NA,NA
TKM,2012,NA,NA,NA
TKM,2013,NA,NA,NA
TKM,2014,NA,NA,NA
TKM,2015,NA,NA,NA
TKM,2016,NA,NA,NA
TKM,2017,NA,NA,NA
TLS,2009,NA,NA,NA
TLS,2010,NA,NA,NA
TLS,2011,NA,NA,NA
TLS,2012,NA,NA,NA
TLS,2013,NA,NA,NA
TLS,2014,NA,NA,NA
TLS,2015,NA,NA,NA
TLS,2016,NA,NA,NA
TLS,2017,NA,NA,NA
TON,2009,NA,NA,NA
TON,2010,NA,NA,NA
TON,2011,NA,NA,NA
TON,2012,NA,NA,NA
TON,2013,NA,NA,NA
TON,2014,NA,NA,NA
TON,2015,NA,NA,NA
TON,2016,NA,NA,NA
TON,2017,NA,NA,NA
TTO,2009,NA,NA,NA
TTO,2010,NA,NA,NA
TTO,2011,NA,NA,NA
TTO,2012,0.37,0.42,0.34
TTO,2013,0.5,0.57,0.46
TTO,2014,0.95,0.95,0.94
TTO,2015,0.83,0.92,0.76
TTO,2016,0.9,0.95,0.83
TTO,2017,0.94,0.95,0.86
TUN,2009,NA,NA,NA
TUN,2010,NA,NA,NA
TUN,2011,0.16,0.21,0.12
TUN,2012,0.14,0.18,0.11
TUN,2013,0.18,0.23,0.13
TUN,2014,0.33,0.41,0.25
TUN,2015,0.4,0.5,0.3
TUN,2016,0.31,0.37,0.23
TUN,2017,0.13,0.17,0.1
TUR,2009,NA,NA,NA
TUR,2010,NA,NA,NA
TUR,2011,NA,NA,NA
TUR,2012,NA,NA,NA
TUR,2013,NA,NA,NA
TUR,2014,NA,NA,NA
TUR,2015,NA,NA,NA
TUR,2016,NA,NA,NA
TUR,2017,NA,NA,NA
TUV,2009,NA,NA,NA
TUV,2010,NA,NA,NA
TUV,2011,NA,NA,NA
TUV,2012,NA,NA,NA
TUV,2013,NA,NA,NA
TUV,2014,NA,NA,NA
TUV,2015,NA,NA,NA
TUV,2016,NA,NA,NA
TUV,2017,NA,NA,NA
TZA,2009,0.13,0.16,0.11
TZA,2010,0.24,0.3,0.2
TZA,2011,0.3,0.37,0.25
TZA,2012,0.29,0.36,0.25
TZA,2013,0.29,0.35,0.25
TZA,2014,0.39,0.48,0.33
TZA,2015,0.38,0.47,0.33
TZA,2016,0.39,0.48,0.34
TZA,2017,0.36,0.45,0.31
UGA,2009,0.08,0.09,0.07
UGA,2010,0.13,0.16,0.11
UGA,2011,0.38,0.46,0.33
UGA,2012,0.45,0.55,0.4
UGA,2013,0.5,0.6,0.44
UGA,2014,0.69,0.84,0.62
UGA,2015,0.43,0.52,0.38
UGA,2016,0.35,0.42,0.31
UGA,2017,0.48,0.59,0.42
UKR,2009,0.78,0.95,0.65
UKR,2010,0.95,0.95,0.86
UKR,2011,0.81,0.95,0.68
UKR,2012,0.88,0.95,0.75
UKR,2013,0.95,0.95,0.81
UKR,2014,0.78,0.92,0.68
UKR,2015,0.47,0.55,0.41
UKR,2016,0.55,0.63,0.48
UKR,2017,0.48,0.55,0.42
UNK,2009,NA,NA,NA
UNK,2010,NA,NA,NA
UNK,2011,NA,NA,NA
UNK,2012,NA,NA,NA
UNK,2013,NA,NA,NA
UNK,2014,NA,NA,NA
UNK,2015,NA,NA,NA
UNK,2016,NA,NA,NA
UNK,2017,NA,NA,NA
URY,2009,NA,NA,NA
URY,2010,0.62,0.73,0.54
URY,2011,0.68,0.8,0.59
URY,2012,0.85,0.95,0.75
